Category;Category 2;AGB Code;CIQUAL Code;French name;English name;Recipe name;Recipe LCI name;Recipe origin;Proxy from another recipe
aides culinaires et ingrédients divers;denrées destinées à une alimentation particulière; 42003;42003;Substitut de repas hypocalorique, prêt à boire;Meal replacement low calorie, ready-to-drink;Meal replacement low calorie, ready-to-drink;Meal replacement low calorie, ready-to-drink, recipe, at plant {FR} U;Retailer for Agribalyse;
entrées et plats composés;plats composés; 25211;25211;Boulettes au bœuf, à la sauce tomate;Meat balls, beef, with tomato sauce;Tomato sauce, with meat or Bolognese sauce, prepacked;Tomato sauce, with meat or Bolognese sauce, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;feuilletées et autres entrées; 25402;25402;Feuilleté ou Friand à la viande;Meat in puff pastry;Meat in puff pastry;Meat in puff pastry, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;feuilletées et autres entrées; 25551;25551;Beignet de viande, volaille ou poisson, fait maison;Meat, poultry or fish fritters, home-made;Meat, poultry or fish fritters, home-made;Meat, poultry or fish fritters, home-made, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits sucrés;confiseries non chocolatées; 31092;31092;Calissons d'Aix en Provence;Melon and almond Candy on a unleavened bread layer;Candied fruits;Candied fruits, recipe, at plant {FR} U;Agribalyse;
viandes, œufs, poissons;charcuteries; 30155;30155;Merguez, boeuf et mouton, cuite;Merguez sausage, beef and mutton, cooked;Merguez sausage, beef and mutton, raw;Merguez sausage, beef and mutton, raw, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";Merguez sausage, pork and beef, raw
viandes, œufs, poissons;charcuteries; 30156;30156;Merguez, boeuf et mouton, crue;Merguez sausage, beef and mutton, raw;Merguez sausage, beef and mutton, raw;Merguez sausage, beef and mutton, raw, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";Merguez sausage, pork and beef, raw
viandes, œufs, poissons;charcuteries; 30154;30154;Merguez, bœuf, mouton et porc, crue;Merguez sausage, beef, mutton and pork, raw;Merguez sausage, beef, mutton and pork, raw;Merguez sausage, beef, mutton and pork, raw, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";Merguez sausage, pork and beef, raw
viandes, œufs, poissons;charcuteries; 30153;30153;Merguez, porc et bœuf, crue;Merguez sausage, pork and beef, raw;Merguez sausage, pork and beef, raw;Merguez sausage, pork and beef, raw, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
viandes, œufs, poissons;charcuteries; 30152;30152;Merguez, pur bœuf, crue;Merguez sausage, pure beef, raw;Merguez sausage, pure beef, raw;Merguez sausage, pure beef, raw, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
viandes, œufs, poissons;charcuteries; 30150;30150;Merguez, crue;Merguez sausage, raw;Merguez sausage, pork and beef, raw;Merguez sausage, pork and beef, raw, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;céréales de petit-déjeuner et biscuits; 24520;24520;Meringue;Meringue;Meringue;Meringue, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
viandes, œufs, poissons;autres produits à base de viande; 36318;36318;Dinde, escalope viennoise ou milanaise ou escalope panée;Milanese-style turkey escalope or breaded veal escalope;Milanese-style turkey escalope or breaded veal escalope;Milanese-style turkey escalope or breaded veal escalope, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits sucrés;chocolats et produits à base de chocolat; 31004;31004;Chocolat au lait, tablette;Milk chocolate bar;Milk chocolate;Milk chocolate, recipe, at plant {FR} U;Agribalyse - adapted from recommendations from Alliance 7 and its members;
produits sucrés;chocolats et produits à base de chocolat; 31018;31018;Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette;Milk chocolate bar, with dried fruits (nuts, almonds, raisins, praline);Milk chocolate with dried fruits;Milk chocolate with dried fruits, recipe, at plant {FR} U;Agribalyse - adapted from recommendations from Alliance 7 and its members;
produits sucrés;chocolats et produits à base de chocolat; 31009;31009;Chocolat au lait aux céréales croustillantes, tablette;Milk chocolate bar, with puffed/popped cereals;Milk chocolate;Milk chocolate, recipe, at plant {FR} U;Agribalyse - adapted from recommendations from Alliance 7 and its members;
produits sucrés;chocolats et produits à base de chocolat; 31020;31020;Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette;Milk chocolate bar, without sugar, with sweeteners;Milk chocolate;Milk chocolate, recipe, at plant {FR} U;Agribalyse - adapted from recommendations from Alliance 7 and its members;
produits sucrés;chocolats et produits à base de chocolat; 31079;31079;Chocolat au lait fourré;Milk chocolate, filled;Milk chocolate;Milk chocolate, recipe, at plant {FR} U;Agribalyse - adapted from recommendations from Alliance 7 and its members;
lait et produits laitiers;produits laitiers frais et assimilés; 19679;19679;Lait gélifié aromatisé, nappé caramel, rayon frais;Milk jelly, flavoured, covered with caramel, refrigerated;Milk jelly, flavoured, covered with caramel, refrigerated;Milk jelly, flavoured, covered with caramel, refrigerated, recipe, at plant {FR} U;Agribalyse;
lait et produits laitiers;produits laitiers frais et assimilés; 19683;19683;Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais;Milk jelly, flavoured, reduced fat and sugar, refrigerated;Milk jelly, flavoured, refrigerated;Milk jelly, flavoured, refrigerated, recipe, at plant {FR} U;Agribalyse;
lait et produits laitiers;produits laitiers frais et assimilés; 19680;19680;Lait gélifié aromatisé, rayon frais;Milk jelly, flavoured, refrigerated;Milk jelly, flavoured, refrigerated;Milk jelly, flavoured, refrigerated, recipe, at plant {FR} U;Agribalyse;
produits céréaliers;pains et viennoiseries; 7712;7712;Pain au lait aux pépites de chocolat, préemballé;Milk roll filled with chocolate drops, prepacked;Milk roll filled with chocolate drops, prepacked;Milk roll filled with chocolate drops, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;pains et viennoiseries; 7710;7710;Pain au lait, artisanal;Milk roll, from bakery;Milk roll, from bakery;Milk roll, from bakery, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;pains et viennoiseries; 7711;7711;Pain au lait, préemballé;Milk roll, prepacked;Milk roll, prepacked;Milk roll, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
lait et produits laitiers;produits laitiers frais et assimilés; 39001;39001;Milk-shake, provenant de fast food;Milkshake, from fast foods restaurant;Milkshake, from fast foods restaurant;Milkshake, from fast foods restaurant, recipe, at plant {FR} U;Retailer for Agribalyse;
produits céréaliers;céréales de petit-déjeuner et biscuits; 31100;31100;Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux;Milky cereal breakfast bar, with chocolate or not, fortified with vitamins and minerals;Biscuit shortbread, with butter and chocolate;Biscuit shortbread, with butter and chocolate, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;gâteaux et pâtisseries; 24666;24666;Mille-feuille;Mille-feuille pastry;Mille-feuille pastry;Mille-feuille pastry, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
aides culinaires et ingrédients divers;ingrédients divers; 20916;20916;Miso;Miso;Miso;Miso, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
aides culinaires et ingrédients divers;épices; 11056;11056;Quatre épices;Mix of 4 spices;Mix of 4 spices;Mix of 4 spices, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;pâtes, riz et céréales; 9612;9612;Mélange de céréales et légumineuses, cru;Mix of cereals and legumes, raw;Mix of cereals and legumes, raw;Mix of cereals and legumes, raw, recipe, at plant {FR} U;Agribalyse - adapted from Open Food Facts;
boissons;boissons sans alcool; 18153;18153;Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi-écrémé standard);Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with standard semi-skimmed milk);Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with standard semi-skimmed milk);Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with standard semi-skimmed milk), recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
boissons;boissons sans alcool; 18162;18162;Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau);Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with water);Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with standard semi-skimmed milk);Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with standard semi-skimmed milk), recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
fruits, légumes, légumineuses et oléagineux;fruits à coque et graines oléagineuses; 15018;15018;Mélange apéritif de graines salées et raisins secs;Mix of salted grains/nuts and raisins;Mix of unsalted grains/nuts and dried fruit;Mix of unsalted grains/nuts and dried fruit, recipe, at plant {FR} U;Retailer for Agribalyse;
fruits, légumes, légumineuses et oléagineux;fruits à coque et graines oléagineuses; 15048;15048;Mélange apéritif de graines (non salées) et fruits séchés;Mix of unsalted grains/nuts and dried fruit;Mix of unsalted grains/nuts and dried fruit;Mix of unsalted grains/nuts and dried fruit, recipe, at plant {FR} U;Retailer for Agribalyse;
fruits, légumes, légumineuses et oléagineux;fruits à coque et graines oléagineuses; 15049;15049;Mélange apéritif de graines (non salées) et raisins secs;Mix of unsalted grains/nuts and raisins;Mix of unsalted grains/nuts and dried fruit;Mix of unsalted grains/nuts and dried fruit, recipe, at plant {FR} U;Retailer for Agribalyse;
fruits, légumes, légumineuses et oléagineux;légumes; 20271;20271;Macédoine de légumes, surgelée;Mixed diced vegetables, frozen;Mixed diced vegetables, frozen;Mixed diced vegetables, frozen, recipe, at plant {FR} U;Agribalyse - adapted from Open Food Facts;
boissons;boissons sans alcool; 2011;2011;Jus multifruit - base orange, multivitaminé;Mixed fruits juice, orange based, multivitamin;Mixed fruits juice, orange based, multivitamin;Mixed fruits juice, orange based, multivitamin, recipe, at plant {FR} U;"GINGKO21 for Agribalyse - see specific report ""Agribalyse 3.1 Repports spécifiques aux 50 nouveaux ICV créés""";
boissons;boissons sans alcool; 2002;2002;Jus multifruit, pur jus, multivitaminé;Mixed fruits juice, pure juice, multivitamin;Mixed fruits juice, pure juice;Mixed fruits juice, pure juice, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
boissons;boissons sans alcool; 2035;2035;Jus multifruit, pur jus, standard;Mixed fruits juice, pure juice;Mixed fruits juice, pure juice;Mixed fruits juice, pure juice, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
boissons;boissons sans alcool; 2069;2069;Jus multifruit, à base de concentré, standard;Mixed fruits juice, reconstituted from a concentrate, multivitamin;Mixed fruits juice, reconstituted from a concentrate, multivitamin;Mixed fruits juice, reconstituted from a concentrate, multivitamin, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
boissons;boissons sans alcool; 2060;2060;Nectar multifruit, multivitaminé;Mixed fruits nectar, multivitamin;Mixed fruits juice, pure juice;Mixed fruits juice, pure juice, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
